rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,view_history,stimulus,key_press,button_pressed,id,type,shape,color,condition
4416,NA,,html-button-delay-response,20,107720,0.0-20.0,hbxmyllrm3,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.15,testing,dot,,notAnotB
4250,NA,,html-button-delay-response,21,112475,0.0-21.0,hbxmyllrm3,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,0,testing.4,testing,dot,,notAB
4876,NA,,html-button-delay-response,22,117855,0.0-22.0,hbxmyllrm3,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,2,testing.8,testing,dot,,AnotB_grey
4359,NA,,html-button-delay-response,23,122717,0.0-23.0,hbxmyllrm3,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.6,testing,dot,,AnotB_grey
5447,['wugging had to do with the direction of the movement/rotation direction'],self_report,survey-multi-select,24,128675,0.0-24.0,hbxmyllrm3,,,,,,,,,
17837,1g,demo.1,survey-dropdown,25,146523,0.0-25.0,hbxmyllrm3,,,,,,,,,
17837,1ug,demo.2,survey-dropdown,25,146523,0.0-25.0,hbxmyllrm3,,,,,,,,,
17837,female,demo.3,survey-dropdown,25,146523,0.0-25.0,hbxmyllrm3,,,,,,,,,
17837,12-24,demo.4,survey-dropdown,25,146523,0.0-25.0,hbxmyllrm3,,,,,,,,,
11146,5f52b4ed09e6d05bcd10e577,ProlificID,survey-text,0,11149,0.0-0.0,t2hrkqc502,,,,,,,,,
5395,NA,instructions,instructions,1,16551,0.0-1.0,t2hrkqc502,"[{""page_index"":0,""viewing_time"":5393}]",,,,,,,,
null,NA,,html-keyboard-response,2,20058,0.0-2.0,t2hrkqc502,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,3,24562,0.0-3.0,t2hrkqc502,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,4,29068,0.0-4.0,t2hrkqc502,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,5,33573,0.0-5.0,t2hrkqc502,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot34'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,6,38078,0.0-6.0,t2hrkqc502,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,7,42583,0.0-7.0,t2hrkqc502,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,null,,,,,,
3996,NA,break,html-button-response,8,47585,0.0-8.0,t2hrkqc502,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",,0,,,,,
6417,NA,,html-button-delay-response,9,54006,0.0-9.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.1,testing,dot,,AB
5205,NA,,html-button-delay-response,10,59716,0.0-10.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot21'></div></div> </div>,,0,testing.2,testing,dot,,notAnotB
5167,NA,,html-button-delay-response,11,65388,0.0-11.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,0,testing.6,testing,dot,,AnotB_grey
4973,NA,,html-button-delay-response,12,70865,0.0-12.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,0,testing.9,testing,dot,,AnotB_red
4954,NA,,html-button-delay-response,13,76324,0.0-13.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.13,testing,dot,,AB
5058,NA,,html-button-delay-response,14,81887,0.0-14.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,0,testing.11,testing,dot,,AnotB_red
4965,NA,,html-button-delay-response,15,87357,0.0-15.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,0,testing.8,testing,dot,,AnotB_grey
5022,NA,,html-button-delay-response,16,92884,0.0-16.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot54'></div></div> </div>,,0,testing.5,testing,dot,,notAB
4859,NA,,html-button-delay-response,17,98248,0.0-17.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.15,testing,dot,,notAnotB
5101,NA,,html-button-delay-response,18,103855,0.0-18.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.3,testing,dot,,notAB
5115,NA,,html-button-delay-response,19,109476,0.0-19.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot43'></div></div> </div>,,0,testing.14,testing,dot,,notAnotB
4987,NA,,html-button-delay-response,20,114967,0.0-20.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,,0,testing.10,testing,dot,,AnotB_red
5050,NA,,html-button-delay-response,21,120521,0.0-21.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,0,testing.4,testing,dot,,notAB
5020,NA,,html-button-delay-response,22,126046,0.0-22.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,0,testing.7,testing,dot,,AnotB_grey
4852,NA,,html-button-delay-response,23,131402,0.0-23.0,t2hrkqc502,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,,2,testing.12,testing,dot,,AB
10617,"['wugging had to do with the direction of the movement/rotation direction', 'wugging had to do with the colors']",self_report,survey-multi-select,24,142529,0.0-24.0,t2hrkqc502,,,,,,,,,
25127,1g,demo.1,survey-dropdown,25,167662,0.0-25.0,t2hrkqc502,,,,,,,,,
25127,1ug,demo.2,survey-dropdown,25,167662,0.0-25.0,t2hrkqc502,,,,,,,,,
25127,female,demo.3,survey-dropdown,25,167662,0.0-25.0,t2hrkqc502,,,,,,,,,
25127,25-34,demo.4,survey-dropdown,25,167662,0.0-25.0,t2hrkqc502,,,,,,,,,
4679,5f4e5bb21ffb4c011a56dd77,ProlificID,survey-text,0,4681,0.0-0.0,eeuwn6d0x8,,,,,,,,,
6564,NA,instructions,instructions,1,11248,0.0-1.0,eeuwn6d0x8,"[{""page_index"":0,""viewing_time"":6563}]",,,,,,,,
null,NA,,html-keyboard-response,2,14754,0.0-2.0,eeuwn6d0x8,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,3,19258,0.0-3.0,eeuwn6d0x8,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,4,23763,0.0-4.0,eeuwn6d0x8,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot34'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,5,28268,0.0-5.0,eeuwn6d0x8,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,6,32773,0.0-6.0,eeuwn6d0x8,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,7,37277,0.0-7.0,eeuwn6d0x8,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,null,,,,,,
4730,NA,break,html-button-response,8,43013,0.0-8.0,eeuwn6d0x8,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",,0,,,,,
6404,NA,,html-button-delay-response,9,49419,0.0-9.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.1,testing,dot,,AB
9147,NA,,html-button-delay-response,10,59069,0.0-10.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot21'></div></div> </div>,,1,testing.2,testing,dot,,notAnotB
5297,NA,,html-button-delay-response,11,64871,0.0-11.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.13,testing,dot,,AB
5319,NA,,html-button-delay-response,12,70694,0.0-12.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,,2,testing.10,testing,dot,,AnotB_red
5011,NA,,html-button-delay-response,13,76208,0.0-13.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,2,testing.11,testing,dot,,AnotB_red
4775,NA,,html-button-delay-response,14,81488,0.0-14.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.9,testing,dot,,AnotB_red
4861,NA,,html-button-delay-response,15,86853,0.0-15.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.7,testing,dot,,AnotB_grey
4802,NA,,html-button-delay-response,16,92158,0.0-16.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.6,testing,dot,,AnotB_grey
5967,NA,,html-button-delay-response,17,98629,0.0-17.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,1,testing.4,testing,dot,,notAB
4812,NA,,html-button-delay-response,18,103945,0.0-18.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,1,testing.3,testing,dot,,notAB
4837,NA,,html-button-delay-response,19,109285,0.0-19.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot54'></div></div> </div>,,1,testing.5,testing,dot,,notAB
4849,NA,,html-button-delay-response,20,114639,0.0-20.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,2,testing.8,testing,dot,,AnotB_grey
5296,NA,,html-button-delay-response,21,120438,0.0-21.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,,2,testing.12,testing,dot,,AB
4704,NA,,html-button-delay-response,22,125647,0.0-22.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot43'></div></div> </div>,,1,testing.14,testing,dot,,notAnotB
4866,NA,,html-button-delay-response,23,131017,0.0-23.0,eeuwn6d0x8,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,1,testing.15,testing,dot,,notAnotB
7662,['wugging had to do with the direction of the movement/rotation direction'],self_report,survey-multi-select,24,139189,0.0-24.0,eeuwn6d0x8,,,,,,,,,
30944,none,demo.1,survey-dropdown,25,170136,0.0-25.0,eeuwn6d0x8,,,,,,,,,
30944,1ug,demo.2,survey-dropdown,25,170136,0.0-25.0,eeuwn6d0x8,,,,,,,,,
30944,male,demo.3,survey-dropdown,25,170136,0.0-25.0,eeuwn6d0x8,,,,,,,,,
30944,35-44,demo.4,survey-dropdown,25,170136,0.0-25.0,eeuwn6d0x8,,,,,,,,,
5556,5e56bea5817a2406b438e438,ProlificID,survey-text,0,5629,0.0-0.0,bwg7p9g6u1,,,,,,,,,
7070,NA,instructions,instructions,1,12701,0.0-1.0,bwg7p9g6u1,"[{""page_index"":0,""viewing_time"":7067}]",,,,,,,,
null,NA,,html-keyboard-response,2,16205,0.0-2.0,bwg7p9g6u1,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,3,20709,0.0-3.0,bwg7p9g6u1,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot34'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,4,25214,0.0-4.0,bwg7p9g6u1,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,5,29719,0.0-5.0,bwg7p9g6u1,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,6,34224,0.0-6.0,bwg7p9g6u1,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,7,38728,0.0-7.0,bwg7p9g6u1,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,null,,,,,,
5118,NA,break,html-button-response,8,44851,0.0-8.0,bwg7p9g6u1,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",,0,,,,,
11597,NA,,html-button-delay-response,9,56452,0.0-9.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.1,testing,dot,,AB
10383,NA,,html-button-delay-response,10,67340,0.0-10.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot21'></div></div> </div>,,2,testing.2,testing,dot,,notAnotB
5332,NA,,html-button-delay-response,11,73176,0.0-11.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,,2,testing.12,testing,dot,,AB
10588,NA,,html-button-delay-response,12,84270,0.0-12.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,2,testing.15,testing,dot,,notAnotB
5453,NA,,html-button-delay-response,13,90227,0.0-13.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,0,testing.7,testing,dot,,AnotB_grey
6788,NA,,html-button-delay-response,14,97520,0.0-14.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.13,testing,dot,,AB
4961,NA,,html-button-delay-response,15,102984,0.0-15.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,2,testing.11,testing,dot,,AnotB_red
4861,NA,,html-button-delay-response,16,108349,0.0-16.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,,2,testing.10,testing,dot,,AnotB_red
5176,NA,,html-button-delay-response,17,114029,0.0-17.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.3,testing,dot,,notAB
5572,NA,,html-button-delay-response,18,120107,0.0-18.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot43'></div></div> </div>,,2,testing.14,testing,dot,,notAnotB
5124,NA,,html-button-delay-response,19,125737,0.0-19.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,0,testing.6,testing,dot,,AnotB_grey
6176,NA,,html-button-delay-response,20,132417,0.0-20.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,0,testing.4,testing,dot,,notAB
5572,NA,,html-button-delay-response,21,138494,0.0-21.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot54'></div></div> </div>,,0,testing.5,testing,dot,,notAB
5382,NA,,html-button-delay-response,22,144380,0.0-22.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.9,testing,dot,,AnotB_red
5080,NA,,html-button-delay-response,23,149963,0.0-23.0,bwg7p9g6u1,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,0,testing.8,testing,dot,,AnotB_grey
11744,['wugging had to do with the colors'],self_report,survey-multi-select,24,162217,0.0-24.0,bwg7p9g6u1,,,,,,,,,
19441,none,demo.1,survey-dropdown,25,181669,0.0-25.0,bwg7p9g6u1,,,,,,,,,
19441,none,demo.2,survey-dropdown,25,181669,0.0-25.0,bwg7p9g6u1,,,,,,,,,
19441,female,demo.3,survey-dropdown,25,181669,0.0-25.0,bwg7p9g6u1,,,,,,,,,
